created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2025-08-10T18:25:10-05:00,52,0.04430,443,0.04392,439.92197,0.00000,0,0.01484,136.71852,,,,
2025-08-10T18:25:35-05:00,53,0.04360,436,0.04294,430.07803,0.00000,0,0.01367,148.43829,,,,
2025-08-10T18:25:58-05:00,54,0.04240,424,0.04216,420.23434,0.00000,0,0.01367,136.71852,,,,
2025-08-10T18:26:22-05:00,55,0.04230,423,0.04174,417.42181,0.00000,0,0.01367,148.43829,,,,
2025-08-10T18:26:46-05:00,56,0.04280,428,0.04238,424.45322,0.00000,0,0.01367,136.71852,,,,
2025-08-10T18:27:13-05:00,57,0.04300,430,0.04259,425.85937,0.00000,0,0.01250,136.71852,,,,
2025-08-10T18:27:36-05:00,58,0.04310,431,0.04259,427.26575,0.00000,0,0.01367,148.43829,,,,
2025-08-10T18:27:58-05:00,59,0.04260,426,0.04209,421.64072,0.00000,0,0.01367,136.71852,,,,
2025-08-10T18:28:22-05:00,60,0.04210,421,0.04174,417.42181,0.00000,0,0.01250,148.43829,,,,
2025-08-10T18:28:47-05:00,61,0.04330,433,0.04329,432.18759,0.00000,0,0.01250,136.71852,,,,
2025-08-10T18:29:10-05:00,62,0.04680,468,0.04680,466.64056,0.00000,0,0.01367,136.71852,,,,
2025-08-10T18:29:34-05:00,63,0.05180,518,0.05194,519.37506,0.00000,0,0.01367,136.71852,,,,
2025-08-10T18:29:59-05:00,64,0.05450,545,0.05433,541.87500,0.00000,0,0.01367,148.43829,,,,
2025-08-10T18:30:23-05:00,65,0.05540,554,0.05503,549.60937,0.00000,0,0.01250,125.00063,,,,
2025-08-10T18:30:47-05:00,66,0.05590,559,0.05552,555.93756,0.00000,0,0.01367,136.71852,,,,
2025-08-10T18:31:11-05:00,67,0.05630,563,0.05616,558.75012,0.00000,0,0.01367,125.00063,,,,
2025-08-10T18:31:35-05:00,68,0.05660,566,0.05616,560.85944,0.00000,0,0.01367,125.00063,,,,
2025-08-10T18:31:59-05:00,69,0.05670,567,0.05630,563.67194,0.00000,0,0.01484,125.00063,,,,
2025-08-10T18:32:23-05:00,70,0.05680,568,0.05651,565.07813,0.00000,0,0.01484,125.00063,,,,
2025-08-10T18:32:48-05:00,71,0.05660,566,0.05616,560.85944,0.00000,0,0.01367,136.71852,,,,
2025-08-10T18:33:11-05:00,72,0.05660,566,0.05609,562.26556,0.00000,0,0.01484,136.71852,,,,
2025-08-10T18:33:38-05:00,73,0.05670,567,0.05644,564.37494,0.00000,0,0.01367,125.00063,,,,
2025-08-10T18:33:59-05:00,74,0.05730,573,0.05714,571.40631,0.00000,0,0.01367,125.00063,,,,
2025-08-10T18:34:26-05:00,75,0.05290,529,0.05166,516.56250,0.00000,0,0.01484,148.43829,,,,
2025-08-10T18:34:47-05:00,76,0.04860,486,0.04786,478.59384,0.00000,0,0.01367,148.43829,,,,
2025-08-10T18:35:11-05:00,77,0.04700,470,0.04709,470.15628,0.00000,0,0.01367,148.43829,,,,
2025-08-10T18:35:35-05:00,78,0.04850,485,0.04835,482.81250,0.00000,0,0.01250,148.43829,,,,
2025-08-10T18:35:59-05:00,79,0.07630,763,0.09813,995.39069,0.00000,0,0.01367,125.00063,,,,
2025-08-10T18:36:24-05:00,80,0.07000,700,0.06720,669.84381,0.00000,0,0.01250,125.00063,,,,
2025-08-10T18:36:47-05:00,81,0.05400,540,0.05060,506.71881,0.00000,0,0.01367,148.43829,,,,
2025-08-10T18:37:12-05:00,82,0.04570,457,0.04519,451.17184,0.00000,0,0.01367,136.71852,,,,
2025-08-10T18:37:37-05:00,83,0.05390,539,0.05588,557.34375,0.00000,0,0.01250,125.00063,,,,
2025-08-10T18:38:04-05:00,84,0.06340,634,0.06108,605.15631,0.00000,0,0.01367,148.43829,,,,
2025-08-10T18:38:23-05:00,85,0.04820,482,0.05145,513.75000,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:09:37-05:00,86,0.04380,438,0.04322,431.48441,0.12000,1200,0.13203,1308.59424,,,,
2025-08-18T23:10:01-05:00,87,0.04360,436,0.04315,432.18759,0.14000,1400,0.13203,1320.31213,,,,
2025-08-18T23:10:25-05:00,88,0.04360,436,0.04322,430.78122,0.12000,1200,0.13203,1308.59424,,,,
2025-08-18T23:10:49-05:00,89,0.04370,437,0.04315,432.18759,0.12000,1200,0.13203,1332.03198,,,,
2025-08-18T23:11:13-05:00,90,0.04370,437,0.04350,434.29694,0.10000,1000,0.11328,1144.53064,,,,
2025-08-18T23:11:39-05:00,91,0.05140,514,0.05278,527.10944,0.10000,1000,0.11328,1156.25037,,,,
2025-08-18T23:12:01-05:00,92,0.60000,6000,0.59995,5999.53174,0.08000,800,0.09102,910.15582,,,,
2025-08-18T23:12:27-05:00,93,0.60000,6000,0.59995,5998.12500,0.08000,800,0.07227,734.37433,,,,
2025-08-18T23:12:49-05:00,94,0.60000,6000,0.59988,5999.53174,0.06000,600,0.07227,734.37433,,,,
2025-08-18T23:13:13-05:00,95,0.60000,6000,0.59988,5999.53174,0.06000,600,0.07344,734.37433,,,,
2025-08-18T23:13:37-05:00,96,0.60000,6000,0.59981,5998.12500,0.04000,400,0.04883,511.71930,,,,
2025-08-18T23:14:04-05:00,97,0.60000,6000,0.59988,5999.53174,0.04000,400,0.05000,499.99951,,,,
2025-08-18T23:14:25-05:00,98,0.60000,6000,0.59981,5998.12500,0.02000,200,0.03008,324.21985,,,,
2025-08-18T23:14:51-05:00,99,0.60000,6000,0.59960,5996.71875,0.02000,200,0.03125,324.21985,,,,
2025-08-18T23:15:13-05:00,100,0.60000,6000,0.59967,5996.71875,0.02000,200,0.03125,300.78217,,,,
2025-08-18T23:15:37-05:00,101,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01133,125.00063,,,,
2025-08-18T23:16:01-05:00,102,0.60000,6000,0.59967,5996.71875,0.00000,0,0.01250,125.00063,,,,
2025-08-18T23:16:25-05:00,103,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01250,125.00063,,,,
2025-08-18T23:16:49-05:00,104,0.60000,6000,0.59953,5996.01562,0.00000,0,0.01250,148.43829,,,,
2025-08-18T23:17:14-05:00,105,0.60000,6000,0.59960,5995.31250,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:17:37-05:00,106,0.60000,6000,0.59953,5996.71875,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:18:01-05:00,107,0.60000,6000,0.59960,5996.71875,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:18:25-05:00,108,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:18:49-05:00,109,0.60000,6000,0.59960,5996.01562,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:19:15-05:00,110,0.60000,6000,0.59953,5996.01562,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:20:04-05:00,111,0.60000,6000,0.59960,5996.71875,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:20:26-05:00,112,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:21:14-05:00,113,0.60000,6000,0.59988,5998.12500,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:21:38-05:00,114,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01250,148.43829,,,,
2025-08-18T23:22:02-05:00,115,0.60000,6000,0.59988,5998.82812,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:22:26-05:00,116,0.60000,6000,0.59981,5997.42188,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:23:14-05:00,117,0.60000,6000,0.59988,5997.42188,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:23:38-05:00,118,0.60000,6000,0.59974,5998.12500,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:24:02-05:00,119,0.60000,6000,0.59988,5998.12500,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:24:27-05:00,120,0.60000,6000,0.59974,5997.42188,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:25:15-05:00,121,0.60000,6000,0.59988,5998.82812,0.00000,0,0.01250,148.43829,,,,
2025-08-18T23:25:38-05:00,122,0.60000,6000,0.59974,5997.42188,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:26:26-05:00,123,0.60000,6000,0.59988,5998.12500,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:27:15-05:00,124,0.60000,6000,0.59988,5998.12500,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:27:40-05:00,125,0.60000,6000,0.59981,5998.12500,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:28:07-05:00,126,0.60000,6000,0.59981,5998.82812,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:28:30-05:00,127,0.60000,6000,0.59988,5998.82812,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:29:42-05:00,128,0.60000,6000,0.59981,5998.12500,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:30:03-05:00,129,0.60000,6000,0.59974,5998.82812,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:30:27-05:00,130,0.60000,6000,0.59988,5998.12500,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:30:51-05:00,131,0.60000,6000,0.59981,5998.12500,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:31:15-05:00,132,0.60000,6000,0.59988,5998.82812,0.00000,0,0.01484,125.00063,,,,
2025-08-18T23:31:39-05:00,133,0.60000,6000,0.59981,5997.42188,0.00000,0,0.01250,125.00063,,,,
2025-08-18T23:32:03-05:00,134,0.60000,6000,0.59981,5998.12500,0.00000,0,0.01250,125.00063,,,,
2025-08-18T23:32:29-05:00,135,0.60000,6000,0.59988,5998.12500,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:32:51-05:00,136,0.60000,6000,0.59981,5998.12500,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:33:16-05:00,137,0.60000,6000,0.59981,5998.82812,0.00000,0,0.01484,136.71852,,,,
2025-08-18T23:33:41-05:00,138,0.60000,6000,0.59981,5997.42188,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:34:03-05:00,139,0.60000,6000,0.59974,5997.42188,0.00000,0,0.01484,136.71852,,,,
2025-08-18T23:34:27-05:00,140,0.60000,6000,0.59988,5998.82812,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:34:51-05:00,141,0.60000,6000,0.59974,5997.42188,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:35:18-05:00,142,0.60000,6000,0.59974,5998.12500,0.00000,0,0.01484,136.71852,,,,
2025-08-18T23:35:41-05:00,143,0.60000,6000,0.59981,5998.12500,0.00000,0,0.01484,136.71852,,,,
2025-08-18T23:36:04-05:00,144,0.60000,6000,0.59974,5997.42188,0.00000,0,0.01367,148.43829,,,,
2025-08-18T23:36:27-05:00,145,0.60000,6000,0.59974,5998.82812,0.00000,0,0.01484,148.43829,,,,
2025-08-18T23:36:52-05:00,146,0.60000,6000,0.59981,5997.42188,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:37:19-05:00,147,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:37:42-05:00,148,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:38:07-05:00,149,0.60000,6000,0.59960,5994.60986,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:38:28-05:00,150,0.60000,6000,0.59946,5995.31250,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:38:53-05:00,151,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:39:17-05:00,152,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:39:43-05:00,153,0.60000,6000,0.59953,5996.01562,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:40:06-05:00,154,0.60000,6000,0.59960,5996.01562,0.00000,0,0.01250,125.00063,,,,
2025-08-18T23:40:28-05:00,155,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01250,125.00063,,,,
2025-08-18T23:40:52-05:00,156,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:41:19-05:00,157,0.60000,6000,0.59960,5995.31250,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:41:42-05:00,158,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:42:04-05:00,159,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01484,136.71852,,,,
2025-08-18T23:42:28-05:00,160,0.60000,6000,0.59960,5994.60986,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:42:52-05:00,161,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01367,148.43829,,,,
2025-08-18T23:43:16-05:00,162,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01484,136.71852,,,,
2025-08-18T23:43:41-05:00,163,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01367,148.43829,,,,
2025-08-18T23:44:05-05:00,164,0.60000,6000,0.59946,5995.31250,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:44:30-05:00,165,0.60000,6000,0.59960,5995.31250,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:44:53-05:00,166,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:45:19-05:00,167,0.60000,6000,0.59960,5996.01562,0.00000,0,0.01484,148.43829,,,,
2025-08-18T23:45:43-05:00,168,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:46:05-05:00,169,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:46:29-05:00,170,0.60000,6000,0.59960,5995.31250,0.00000,0,0.01250,136.71852,,,,
2025-08-18T23:47:17-05:00,171,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01250,125.00063,,,,
2025-08-18T23:47:42-05:00,172,0.60000,6000,0.59960,5996.01562,0.00000,0,0.01484,136.71852,,,,
2025-08-18T23:48:05-05:00,173,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:48:29-05:00,174,0.60000,6000,0.59946,5996.01562,0.00000,0,0.01484,125.00063,,,,
2025-08-18T23:48:53-05:00,175,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:49:17-05:00,176,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:49:41-05:00,177,0.60000,6000,0.59960,5995.31250,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:50:05-05:00,178,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:50:29-05:00,179,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01484,125.00063,,,,
2025-08-18T23:50:53-05:00,180,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01484,125.00063,,,,
2025-08-18T23:51:18-05:00,181,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:51:42-05:00,182,0.60000,6000,0.59960,5995.31250,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:52:05-05:00,183,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:52:30-05:00,184,0.60000,6000,0.59939,5994.60986,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:52:54-05:00,185,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:53:18-05:00,186,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:53:42-05:00,187,0.60000,6000,0.59946,5995.31250,0.00000,0,0.01367,125.00063,,,,
2025-08-18T23:54:06-05:00,188,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:54:34-05:00,189,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01367,148.43829,,,,
2025-08-18T23:54:54-05:00,190,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:55:18-05:00,191,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:55:42-05:00,192,0.60000,6000,0.59946,5993.90625,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:56:06-05:00,193,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:56:30-05:00,194,0.60000,6000,0.59939,5994.60986,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:56:55-05:00,195,0.60000,6000,0.59946,5996.01562,0.00000,0,0.01484,148.43829,,,,
2025-08-18T23:57:18-05:00,196,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01367,136.71852,,,,
2025-08-18T23:57:43-05:00,197,0.60000,6000,0.59946,5995.31250,0.00000,0,0.01367,148.43829,,,,
2025-08-18T23:58:07-05:00,198,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01484,148.43829,,,,
2025-08-18T23:58:32-05:00,199,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01484,136.71852,,,,
2025-08-18T23:58:55-05:00,200,0.60000,6000,0.59946,5995.31250,0.00000,0,0.01484,136.71852,,,,
2025-08-18T23:59:43-05:00,201,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01250,136.71852,,,,
2025-08-19T00:00:07-05:00,202,0.60000,6000,0.59946,5995.31250,0.00000,0,0.01250,136.71852,,,,
2025-08-19T00:00:31-05:00,203,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01250,136.71852,,,,
2025-08-19T00:00:55-05:00,204,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01250,148.43829,,,,
2025-08-19T00:01:19-05:00,205,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01250,136.71852,,,,
2025-08-19T00:01:44-05:00,206,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01250,136.71852,,,,
2025-08-19T00:02:07-05:00,207,0.60000,6000,0.59946,5996.01562,0.00000,0,0.01367,136.71852,,,,
2025-08-19T00:02:31-05:00,208,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01367,125.00063,,,,
2025-08-19T00:02:59-05:00,209,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01250,125.00063,,,,
2025-08-19T00:03:22-05:00,210,0.60000,6000,0.59946,5995.31250,0.00000,0,0.01250,125.00063,,,,
2025-08-19T00:03:43-05:00,211,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01367,125.00063,,,,
2025-08-19T00:04:08-05:00,212,0.60000,6000,0.59939,5993.90625,0.00000,0,0.01250,125.00063,,,,
2025-08-19T00:04:31-05:00,213,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01250,125.00063,,,,
2025-08-19T00:04:56-05:00,214,0.60000,6000,0.59953,5993.90625,0.00000,0,0.01250,125.00063,,,,
2025-08-19T00:05:19-05:00,215,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01250,125.00063,,,,
2025-08-19T00:05:44-05:00,216,0.60000,6000,0.59960,5995.31250,0.00000,0,0.01250,125.00063,,,,
2025-08-19T00:06:08-05:00,217,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01367,125.00063,,,,
2025-08-19T00:06:32-05:00,218,0.60000,6000,0.59946,5995.31250,0.00000,0,0.01484,125.00063,,,,
2025-08-19T00:06:56-05:00,219,0.60000,6000,0.59960,5994.60986,0.00000,0,0.01367,125.00063,,,,
2025-08-19T00:07:23-05:00,220,0.60000,6000,0.59946,5995.31250,0.00000,0,0.01367,136.71852,,,,
2025-08-19T00:07:44-05:00,221,0.60000,6000,0.59960,5995.31250,0.00000,0,0.01367,125.00063,,,,
2025-08-19T00:08:10-05:00,222,0.60000,6000,0.59953,5993.90625,0.00000,0,0.01367,125.00063,,,,
2025-08-19T00:08:34-05:00,223,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01367,125.00063,,,,
2025-08-19T00:08:57-05:00,224,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01367,125.00063,,,,
2025-08-19T00:09:20-05:00,225,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01367,136.71852,,,,
2025-08-19T00:09:44-05:00,226,0.60000,6000,0.59946,5995.31250,0.00000,0,0.01484,148.43829,,,,
2025-08-19T00:10:08-05:00,227,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01367,136.71852,,,,
2025-08-19T00:10:32-05:00,228,0.60000,6000,0.59946,5993.90625,0.00000,0,0.01367,148.43829,,,,
2025-08-19T00:10:56-05:00,229,0.60000,6000,0.59960,5996.01562,0.00000,0,0.01484,148.43829,,,,
2025-08-19T00:11:21-05:00,230,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01367,136.71852,,,,
2025-08-19T00:11:48-05:00,231,0.60000,6000,0.59946,5996.01562,0.00000,0,0.01484,148.43829,,,,
2025-08-19T00:12:08-05:00,232,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01250,136.71852,,,,
2025-08-19T00:12:33-05:00,233,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01250,136.71852,,,,
2025-08-19T00:12:57-05:00,234,0.60000,6000,0.59946,5995.31250,0.00000,0,0.01367,136.71852,,,,
2025-08-19T00:13:21-05:00,235,0.60000,6000,0.59953,5995.31250,0.00000,0,0.01367,125.00063,,,,
2025-08-19T00:13:45-05:00,236,0.60000,6000,0.59946,5994.60986,0.00000,0,0.01250,125.00063,,,,
2025-08-19T00:14:09-05:00,237,0.60000,6000,0.59946,5995.31250,0.00000,0,0.01250,125.00063,,,,
2025-08-19T00:14:33-05:00,238,0.60000,6000,0.59953,5994.60986,0.00000,0,0.01250,125.00063,,,,
